Wort,Anzahl
Chaos,2
menschenwürdige,2
Hilfsorganisationen,2
Geflüchteter,2
Massenzustromrichtlinie,2
hinnehmbar,2
zügige,2
Asylsuchende,2
rechtswidrigen,2
registriert,2
Nichtzurückweisungsgebot,2
Seenot,2
Anwält*innen,2
Einsätze,2
Parlamenten,2
Kriegen,2
Rückführungen,2
Migrationsabkommen,2
begangen,2
ziviler,2
individuelle,2
Studium,2
Sicherheitsbehörden,2
Erfahrungsaustausch,2
Polizeibehörde,2
operative,2
schädigt,2
harmonisieren,2
fragwürdig,2
verursachen,2
Tätigkeiten,2
lohnen,2
AMLA,2
Gewalttaten,2
nachrichtendienstliche,2
Präventionsarbeit,2
Schusswaffen,2
Hasskriminalität,2
EU-Straftaten,2
Emotionen,2
Privatsphäre,2
Spyware,2
vorgegangen,2
Deepfakes,2
Cyberraum,2
Liebe,1
Wählerinnen,1
Wähler,1
Juni,1
geeinten,1
gegeneinander,1
Schlachtfeld,1
kämpften,1
überwiegen,1
Zutrauen,1
Frontlinien,1
Grenzposten,1
Feind*innen,1
klang,1
Spätestens,1
zerbrach,1
Gewissheit,1
erinnert,1
antidemokratische,1
nationalistische,1
rechtsextreme,1
geeintes,1
verantwortlicher,1
Weltgemeinschaft,1
überzeugend,1
Nationalstaates,1
endet,1
fängt,1
untrennbar,1
Ausgangspunkt,1
fortan,1
undenkbar,1
materiell,1
Wagnis,1
gelang,1
entstand,1
geteilten,1
basierend,1
unverzichtbaren,1
Wachsende,1
Ungerechtigkeit,1
Katalysator,1
bloß,1
Wohlstandes,1
Windparks,1
Wasserstoffnetzen,1
Glasfaserleitungen,1
Stromtrassen,1
Bildungseinrichtungen,1
wörtlich,1
gelöst,1
gestaltende,1
Allgemeinwohls,1
Beteiligungsstandards,1
aufrecht,1
dreht,1
ausbremst,1
hemmt,1
Vereinheitlichung,1
Wenigen,1
Beine,1
verbrauchen,1
kritischste,1
europa,1
drastischer,1
spüren,1
Überschwemmungen,1
gekostet,1
Häuser,1
Ernten,1
zerstört,1
ureigensten,1
Trend,1
klimatischen,1
gegangen,1
Standortvorteile,1
modernste,1
Batterietechnik,1
lebenswerte,1
Europäisch,1
übertönt,1
Erfolge,1
Legislaturperiode,1
Corona,1
eingeschwenkt,1
Verbrenner-Aus,1
Digitalkonzerne,1
Alleingang,1
nahbarer,1
Schatten,1
springen,1
gemeint,1
Rücken,1
Leitplanken,1
vermeintlich,1
schwarz,1
ablehnt,1
Rechthaben,1
erodiert,1
dunkelste,1
aufzuschlagen,1
anstrengend,1
Jahrhundertaufgaben,1
Gleichzeitigkeit,1
überwältigend,1
alledem,1
gewinnt,1
behält,1
Farbe,1
Erfolgreich,1
lebenswerter,1
Wählen,1
Handwerksbetrieb,1
Mittelständler,1
vielgestaltige,1
Thüringen,1
Hessen,1
Andalusien,1
Lappland,1
Riga,1
Nikosia,1
gehandelt,1
lägen,1
viertstärkste,1
Wirtschaftsnation,1
ausstoßen,1
voranzugehen,1
Seitenlinie,1
Standortes,1
modernster,1
Batte,1
rietechnik,1
geostrategisch,1
motivierten,1
Übernahmen,1
fruchtbaren,1
sauberen,1
Gewässern,1
Küsten,1
gedeiht,1
unmittelbarer,1
Hightechunternehmen,1
lebenswerten,1
kurzer,1
Naturlandschaften,1
bezahlte,1
bezahlbares,1
Lasten,1
Blauwasser,1
reines,1
bezahlbare,1
Fortführung,1
entfaltet,1
Klimaresilienz,1
Standortfaktoren,1
annehmen,1
aufbringt,1
Sonnenenergie,1
Südspanien,1
Nordsee,1
modernes,1
funktionierendes,1
Florenz,1
Flensburg,1
Budapest,1
Schienennetz,1
gesamteuropäisch,1
fühlen,1
Paragrafen,1
Qualitätsstandards,1
umgekehrt,1
gewachsen,1
wirkmächtig,1
Erwärmung,1
aufzunehmen,1
geografische,1
Überzeugung,1
Energieunion,1
gutem,1
Wärmeversorgung,1
massive,1
Windkraft,1
Photovoltaik,4
Geothermieanlagen,1
Abwärmenutzung,1
Gleichklang,1
Verbindungen,1
dezentrales,1
vernetztes,1
beispringen,1
Synergien,1
weht,1
Sonne,1
scheint,1
Netzplanung,1
Windenergie,1
Meeren,1
Wasserstoffnetze,1
Gasnetze,1
Wärmenetze,1
zusammengedacht,1
Netzentgelte,1
Verkehrs,1
Erneuerbarensichern,1
dezentrale,1
Eigenstromnutzung,1
vorteilhafte,1
Allgemeinheit,1
Produktionsspitzen,1
Elektrolyse,1
Wärmespeichern,1
Kohlerevieren,1
Energiesicherheit,1
geleistet,1
knüpfen,1
Ener,1
gieregionen,1
unrentabel,1
klima,1
gesundheitsschädlichste,1
Kohleverstromung,1
Kohleregionen,1
Umstieg,1
Zahlung,1
Wirtschaftsförderung,1
Bürgerprojekte,1
Strukturwandels,1
geschaffene,1
Schwierigkeiten,1
Klimazielen,1
endgültiger,1
Abschied,1
Erschließung,1
Gasfelder,1
CO-Quellen,1
Parallel,1
Verbrennung,1
Klimaschutzabkommens,1
Importabhängigkeiten,1
Dürre,1
unzuverlässig,1
Uran,1
atomwirtschaftlichen,1
Geschäfte,1
Atom,1
kraftwerke,1
atomaren,1
Proliferation,1
präsent,1
nachfolgende,1
Abschaltung,1
Atomkraftwerke,1
zukunftsfesten,1
finanzierbaren,1
Anti-Atombewegung,1
taugliche,1
Euratom-Vertrages,1
Rückbau,1
nuklearer,1
begeistern,1
Speichertechnologien,1
Kernfusion,1
untersuchen,1
Fusion,1
Gegenstand,1
anhaltender,1
Sicherheitsfragen,1
umgehend,1
urbanen,1
Ballungsräume,1
Echte,1
Drittel,1
kostenlose,1
Zuteilung,1
Emissionszertifikaten,1
auslaufen,1
reformierten,1
Kohleausstieg,1
rentabel,1
Ausbauziele,1
Chemieprodukte,1
importiert,1
Grenze,1
bezahlt,1
Autoindustrie,1
Elektrofahrzeuge,1
gedämmt,1
klimafreundliches,1
Heizen,1
richtigen,1
Abrücken,1
einschwenkt,1
EU-Klimapolitik,1
Zwischenzielen,1
Klimabeirates,1
Klimapolitik,2
Zwischenziel,1
zugesagt,1
hinterlegen,1
Emissionshandelssysteme,1
Fischerei,1
Bepreisung,1
Klimagasen,1
Methan,1
Methanverordnung,1
kurzfristig,1
Erwärmungspotenzials,1
Aufspüren,1
Schließen,1
Methanlecks,1
Vorkette,1
Schwellenwert,1
raus,1
erneuer,1
bare,1
Zementindustrie,1
abscheiden,1
geschlossener,1
Kohlenstoffkreisläufe,1
Capture,1
vermeidbare,1
Grundsätzlich,1
CCS,2
blauem,1
Haftungsrechts,1
Ausschluss,1
Analysen,1
Weltklimarats,1
prognostizierten,1
Pfad,2
CO-Konzentration,1
Niveau,1
einstellt,1
negative,1
CO-Senken,1
beeinflussen,1
Wetter,1
Seegraswiesen,1
artenreicher,1
strukturreicher,1
befördern,1
Paket,2
Nature,2
Ausweisung,1
Vorranggebieten,1
gewonnen,1
Bioenergie,1
CO-Speicherung,1
Pilotprojekten,1
Technikfolgenabschätzung,1
Emissionsreduktionsziele,1
Grüner,1
transportabel,1
Energieträger,1
überschüssigem,1
Solarstrom,1
Wasserstoffwirtschaft,1
Effizienzverluste,1
Wasserstoffproduktion,1
Technologiebereich,1
Hochlauf,1
Schlüsseltechnologie,1
transeuropäisches,1
Umrüstung,1
Gasinfrastruktur,1
anschlussfähigen,1
Pipelines,1
sonnen,1
windreichen,1
Industriezentren,1
Netzausbaukosten,1
Wasserstofferzeugung,1
verwendung,1
parallel,1
sektorübergreifenden,1
Speicherstrategie,1
Abwärmepotenziale,1
einbezieht,1
leistungsfähigen,1
Marktes,1
Menschenrechtslage,1
diversifizierte,1
Know-how,1
Energiezukunft,1
Zertifizierung,1
synthetisiert,1
Produktionskapazitäten,1
aufgebaut,1
vorerst,1
COEmissionen,1
Antrieben,1
effizientesten,1
Grundstoffen,1
Glas,1
Papier,1
Chemieerzeugnisse,1
Schwerlasttransport,1
interkontinentale,1
geringer,1
Windenergiegewinnung,1
Last,1
verlangt,1
niedrigen,1
ohnehin,1
Klimasozialfonds,1
primär,1
gespeist,1
Transportkosten,1
Mehreinnahmen,1
Klimabonus,1
Bürgerenergien,1
Bürgerenergie,1
Bürgerwindparks,1
Photovoltaikanlage,1
verkaufen,1
Pufferbatterien,1
gespeicherte,1
Netzstabilisierung,1
heizen,1
Gebäuden,1
energetisch,1
schlechtem,1
Energieträgern,1
Neubauten,1
Bestandsbauten,1
Wohnkosten,1
gestaffelte,1
Wärmepläne,1
Energie-Infrastrukturpläne,1
Abwärme,1
energieeffizient,1
Emissionsschutz,1
sämtlichen,1
Anlagen,2
Verbrennungsprozesse,1
wertvolles,1
Naturmaterial,1
Möbeln,1
Rest,1
Abfallhölzer,1
Verbraucherseite,1
intelligenten,1
zweiseitige,1
Differenzverträge,1
Untergrenzen,1
eindeutigen,1
Marktintegration,1
benötigten,1
Flexibilisierungspotenziale,1
Sonnenstrom,1
Wiederaufbauprogramm,1
NextGenerationEU,1
zusammengehalten,1
wegzubrechen,1
Investitionsvorhaben,1
zusammenwächst,1
integrierten,1
verschärfende,1
angepassten,1
Stromund,1
Wasserstoffnetz,1
drittens,1
Goldstandard,1
Exportland,1
unschätzbaren,1
feststellen,1
Reduction,1
Produktionsstandorte,1
entgegenzusetzen,1
Stärken,1
Zukunftsindustrien,1
zurückholt,1
skaliert,1
Angebotspolitik,1
Elektrolyseure,1
Energiespeicher,1
E-Autos,1
Mikrochips,1
Spitze,1
Halbleiterindustrie,1
Industriestandortes,1
Neuanfang,1
anschieben,1
Förderdschungel,1
bereitstehenden,1
Wettbewerbsnachteil,1
kohärente,1
verständliche,1
Beihilferecht,1
Industriepolitiken,1
versetzt,1
privates,1
Skalierung,1
Energiewirtschaft,1
strategisches,1
einhalten,1
Produktionsprozesse,1
komplett,1
Wertschöpfungsmöglichkeiten,1
Reduktionspfad,1
füllen,1
wettbewerbsfähigen,1
ausreichendem,1
geknüpften,1
Contracts,1
Auktionsverfahren,1
kosteneffizient,1
umrüsten,1
Leitmärkte,1
klimaneutraler,1
Mindestquote,1
vorschreiben,1
stetig,1
ansteigt,1
Absatzmarkt,1
Marktmechanismus,1
Gang,1
Stromverbrauchs,1
Preisvorteilen,1
Netzinfrastrukturkosten,1
Planungsund,1
Substanz,1
zeitlich,1
gestaffelten,1
Nachhaltigkeitskriterien,1
Ausschreibungen,1
begünstigen,1
befolgen,1
übergeordnete,1
Rohstoffimporten,1
Update,1
New,2
Competition,1
Tool,1
vorgeschlagen,1
Wettbewerbspolitik,1
Subventionswettläufe,1
unterbindet,1
festhalten,1
Ringen,1
Beihilferahmen,1
aktivere,1
Produktionsanlagen,1
Förderprojekte,1
IPCEI,1
Schlüsselsektoren,1
Mikroelektronik,1
IPCEIs,1
beschleunigt,1
anständigen,1
akademisch,1
ausgebildete,1
öffentlichem,1
zugutekommt,1
wachsen,1
Weiterbildungsangebote,1
bereithalten,1
Sprachkursen,1
Teilzeit,1
Zeitpolitik,1
mitdenkt,1
Bonus,1
unterdurchschnittlich,1
beschäftigt,1
EU-Fördermittelvergabe,1
überdurchschnittlich,1
beschäftigen,1
gleichberechtigte,1
weiblich,1
besetzten,1
Berufsfeldern,1
Fachkräftepotenzial,1
Kulturwandel,1
Arbeitsmarktpolitik,1
konkurriert,1
Bauingenieur,1
Handwerkerin,1
Pfleger,1
EU-Fachkräftestrategie,1
EU-Blue-Card-Initiative,1
Jobangebot,1
marktüblichen,1
ernsthaften,1
Herkunftsregionen,1
investiert,1
elektrifiziert,1
attraktiven,1
Weiterbildungsmöglichkeiten,1
Ausbildungsplätze,1
eingerichtet,1
geltende,1
Tarife,1
befolgt,1
Stellschraube,1
weitreichende,1
leiten,1
Anleihen,1
bewährt,1
Haushalt,8
aufwächst,1
Ausgabenposten,1
Feldern,1
wachsender,1
Beiträgen,1
festschreiben,1
Umsetzungsschritt,1
Geldschöpfungsgewinne,1
Eurosystems,1
zufließen,1
Zins,1
Tilgungszahlungen,1
NGEU-Programm,1
Kürzung,1
EU-Haushalts,1
beschlossenen,1
Fahrplan,1
Eigenmitteln,1
solidarische,1
unvollständig,1
anfällig,1
Maßnahmenpaket,1
Fiskalpolitik,1
Puffer,1
Überführung,1
Stabilitätsmechanismus,1
EURechtsrahmen,1
EU-Hilfsprogramme,1
EU-Kurzarbeitergeldes,1
zusätzliches,1
Auffangnetz,1
vollenden,1
Wirtschaftsunion,1
Hindernisse,1
Kapitalströme,1
mittlere,1
robuster,1
Haushaltspolitik,1
Schuldentrag,1
fähigkeit,1
restriktiv,1
Summe,1
anwendbar,1
Spielraum,1
Ergebnis,1
krisenfesten,1
ausgewogene,1
Leistungsbilanzen,1
Ungleichgewichte,1
Unterbietungswettbewerbe,1
geschärften,1
Euros,1
Buchgeld,1
Geschäftsbanken,1
Zahlungsmittel,1
befördert,1
wertstabiles,1
Zentralbankgeld,1
Zahlungssystems,1
Finanzmärkte,1
Finanzmarktakteure,1
Finanzmarktregulierung,1
kurzfristigen,1
Finanzmärkten,1
Finanztransaktionssteuer,1
Finanzierungsentscheidung,1
kompatibel,1
Bankensektor,1
Bankenkrise,1
ungewichteten,1
Eigenkapitalquote,1
Bankenunion,1
stabil,1
wechselseitige,1
Konzentrationsrisiken,1
Bankbilanzen,1
Staatsanleihen,1
Einlagenrückversicherung,1
Institutssicherungssysteme,1
Sparkassen,1
Genossenschaftsbanken,1
Abwicklungsregime,1
Kreditgeschäfts,1
Privatkund*innen,1
Investmentbanking,1
Großbanken,1
Kreditinstitute,1
Steuergeld,1
finanzierten,1
Geschäft,1
Finanzsektors,1
Ratingagenturen,1
Versicherer,1
Pensionsfonds,1
Biodiversitätsrisiken,1
umweltverträglicher,1
Wirtschaftsaktivitäten,1
binäres,1
EAutos,1
Abstufungen,1
Zukunftsbranchen,1
Finanzaufsicht,1
Anleger*innen,1
festigen,1
Finanzaufsichtsbehörden,1
weitreichenden,1
staatliches,1
Labelsystem,1
Finanzprodukt,1
zurückgewinnen,1
riskante,1
unpassende,1
verkauft,1
Finanzberatung,1
provisionsfreier,1
Missverständliche,1
Formulierungen,1
unzureichende,1
intransparente,1
Funktionsweisen,1
Finanzprodukten,1
Gemeinwesens,1
Kinderbetreuung,1
Krankenhäuser,1
Mutige,1
Whistleblower*innen,1
Steuerskandale,1
aufgedeckt,1
belegt,1
Steuertricks,1
verschieben,1
wälzen,1
Steuerlast,1
rechtmäßig,1
Schätzungen,1
Steuermissbrauch,1
Verluste,1
Steuerhinterziehungsind,1
voranschreiten,1
fehlen,1
namhafte,1
Singapur,1
null,1
landen,1
Bermuda,1
Cayman,1
Islands,1
unparteiisch,1
getroffen,1
Steuerbehörden,1
steuerrelevanter,1
Kryptoassets,1
existieren,1
hinterziehen,1
abzuschwächen,1
anzunehmen,1
Schlupflöchern,1
Steuerhinterziehung,1
umgehung,1
Cum-ex,1
Cum-cum-Skandal,1
Systems,1
Quellensteuer,2
Dividenden,1
Zinszahlungen,1
Quellensteuer-Mindestsatz,1
Auslandszahlungen,1
Drittländern,1
Flickenteppich,1
Steuervorschriften,1
Körperschaftssteuersätzen,1
Steuergesetzgebung,1
Geschäftsmodellen,1
immateriellen,1
Unternehmensgewinne,1
Niederlassung,1
Fabrik,1
verortet,1
Bäckerladen,1
Ecke,1
zahlt,1
Großkonzern,1
infol,1
Durchbruchs,1
multinationaler,1
Mindeststandard,1
EU-Rahmen,1
Steuersystems,1
E-Commerce,1
multinationale,1
Sollten,1
OECD-Ebene,1
stockenden,1
absehbar,1
weiterverfolgt,1
Steuertransparenz,1
wirkungsvolles,1
länderbezogene,1
Steuerberichterstattung,1
Steuerpraktiken,1
hinarbeiten,1
Aufschlüsselung,1
relevanter,1
Steuerdaten,1
zerstörerischen,1
Rahmenwerk,1
Steuerbegünstigungen,1
gewähren,1
marktdominierende,1
Wirtschaftsprüfungsgesellschaften,1
Wirtschaftsprüfung,1
Steuerberatung,1
vermehrte,1
Joint,5
Audits,1
Prüfern,1
prüfenden,1
Steuergerechtigkeit,1
Milliardengewinne,1
Ungleichverteilung,1
Steuerpolitik,1
Vermögensungleichheit,1
Vorstöße,1
Steuerflucht,1
ausschöpfen,1
Einstimmigkeitsprinzips,1
Gaskonzerne,1
Energiepreise,1
extrem,1
Zufallsgewinne,1
unverhältnismäßigen,1
Krisengewinner,1
Höchststände,1
sprunghaft,1
Energiekonzerne,1
Krisenbeitrag,1
zurückgeben,1
gegenwärtigen,1
überzogene,1
Profite,1
Produktionskosten,1
gerechtfertigt,1
progressiv,1
ausgestalteten,1
Sondersituationen,1
Haushalte,2
Kleinrechnen,1
Geschäftsjahre,1
gebündelte,1
Wissenschafts,1
Entfaltung,1
Schlüsselelement,1
Informationstechnologie,1
Erschöpfungssyndrom,1
Alzheimer,1
produziert,1
gemessen,1
Bruttoinlandsprodukt,1
Forschungsaktivitäten,1
bündelt,1
beliebtes,1
Förderprogramm,1
seinesgleichen,1
missionsund,1
anwendungsorientierte,1
Zyklus,1
feste,1
Quote,3
Biodiversitätsforschung,1
ausgestattete,1
Research,1
Exzellenzforschung,1
par,1
excellence,1
Forschende,1
Marie-SklodowskaCurie-Mobilitätsförderung,1
Geisteswissenschaften,1
EU-Förderkulisse,1
Zusammenhänge,1
Notwendigkeiten,1
ganzheitlichen,1
Lösungsansätzen,1
lehrt,1
Friedensforschung,1
Osteuropas,1
Zentralasiens,1
ukrainischer,1
Open,3
Access,1
Forschungsergebnisse,1
Forschungsdaten,1
auffindbar,1
interoperabel,1
wiederverwendbar,1
Wissensaustausch,1
Forschenden,1
Wissenschaftskooperationen,1
außereuropäischen,1
Wissenschaftsfreiheit,1
nachprüfbaren,1
Erkenntnissen,1
Transparenzrichtlinien,1
Beauftragung,1
Gutachten,2
Labor,1
missionsorientierte,1
Roll-out,1
Behandlungen,1
smarte,1
Innovationspolitik,1
transferorientierten,1
Programmbestandteile,1
Dokumentation,1
Innovationsökosysteme,1
Cluster,1
angewandte,1
Fachhochschulen,1
EU-Förderung,1
anwendungsnahen,1
Antrags,1
einschlägigen,1
handhabbarer,1
Innovationsgemeinschaften,1
Nachwuchsausbildung,1
Weiterbildungsprogrammen,1
Wissensdreiecks,1
Hochschulbildung,1
Zukunftsthemen,1
Nachvollziehbarkeit,1
öffentlich-privaten,1
Transparenzinitiative,1
starten,1
Forschungsinstitute,1
bewährten,1
Forschungsformaten,1
Langzeitstudien,1
ausgewogenen,1
führende,1
Weltraum,1
Raumfahrtindustrie,1
Launcher-Wettbewerb,1
EU-Weltraumprogramm,1
Weltraumorganisation,1
Astronaut*innen-Programm,1
Weltraumgesetz,1
Wachstumschancen,1
Unternehmenslandschaft,1
lebendiges,1
Gründungsgeschehen,1
One-Stop-Shops,1
Begleitung,1
Überblick,1
Klick,1
Umwege,1
Antragstellung,1
Knowhow-Transfer,1
Start-up-Strategie,1
Wagniskapital,1
Talenten,1
unterrepräsentierten,1
Migrationsgeschichte,1
Tech,3
Gründungen,1
Wachstumsphase,1
Matching,2
Hubs,1
rufen,1
Messe,1
klimafreundlicher,1
Tatkraft,1
Handwerks,1
installieren,1
warten,1
Problemlösern,1
KMU-Tests,1
small,1
vorab,1
entlastende,1
Handwerksbetrieben,1
vereinfachte,1
Berichtspflichten,1
Förderund,1
Investitionsprogrammen,1
Mithilfe,1
KMU-Quoten,1
Förderlandschaft,1
Gesetzesvorschriften,1
mittlerweile,1
überholt,1
untauglich,1
Regulierungen,1
verfehlen,1
streichen,1
bevorzugen,1
gestufte,1
flexible,1
harten,1
Meldepflicht,1
touristischen,1
Übernachtungen,1
praktikableren,1
Behördengänge,1
entfallen,1
Verwaltungsleistungen,1
Verfahrensstände,1
einsehbar,1
Once-Only-Prinzip,1
abgefragt,1
datenschutzrechtlichen,1
Schriftformerfordernis,1
Verwaltungsverfahren,1
abschaffen,1
lästigen,1
Verwaltungsgängen,1
Therapie,2
vernetzten,1
resilienten,1
Wirtschaftssystems,1
Systemwettbewerb,1
emanzipatorischen,1
befähigt,1
entmündigt,1
positionieren,1
Talente,1
Breitbandnetze,1
Mobilfunknetze,1
Knotenpunkte,1
Infrastrukturkomponenten,1
Satellitenkommunikation,1
Mobilfunktechnik,1
Netzinfrastruktur,1
Unterseekabeln,1
Knotenpunkten,1
Schlüsseltechnologien,1
Quantencomputing,1
kommunikation,1
Bündelung,1
zielgerichteten,1
Investitionsprogramms,1
Bevorzugung,1
quelloffener,1
Open-Data-Lösungen,1
Hintertüren,1
Steuerung,1
Krankenhausinformationssystemen,1
mitzudenken,1
legislativen,2
erbracht,1
Verwaltungsprozesse,1
handhabbar,1
Ernteertrag,1
rasanten,1
großflächigen,1
KI-unterstützte,1
Schwachstellensuchen,1
fehlerhaften,1
Situationsbewertungen,1
Fahren,1
Technologiefolgenabschätzung,1
KI-Anwendungen,1
potenziellen,1
Risikos,1
zugrundeliegenden,1
Quelldaten,1
Artificial,1
Intelligence,1
wahrgenommen,1
beobachtet,1
Rechenkapazität,1
Fachkräfteförderung,1
IT-Standards,1
Softwaredesigns,1
implementieren,1
by,1
CloudPlattformen,1
Browser,1
Suchmaschinen,1
Digital,5
Sustainability,2
Informationstechnologien,1
auszurichten,1
Abwärmeinfrastruktur,1
Datensätzen,1
bereichern,1
rechtebasiert,1
leichteren,1
Anonymisierung,1
Pseudonymisierung,1
Datengenerierung,1
Datenstrategie,1
maschinenlesbaren,1
Formaten,1
Smart,1
City,1
Datenschutz-Grundverordnung,1
Maßstäbe,1
Digitalkonzernen,1
Sitz,1
Big-Tech-Unternehmen,1
laxen,1
Wettbewerbsvorteile,1
Sonderbehandlung,1
Großkonzernen,1
anstehende,1
gleichbleibendem,1
Datenschutzniveau,1
praxistauglicher,1
Datenschutzvereinbarungen,1
Auskunftsmöglichkeit,1
erhobene,1
allseitige,1
Forschungszwecke,1
spenden,1
Datenpools,1
vertrauenswürdige,1
Digitale-Dienste-Gesetz,1
wesentlicher,1
Digitalpolitik,1
bezeichnet,1
IT-Systemen,1
Geschäftsprozesse,1
abzuwickeln,1
vollautomatisch,1
manuelle,1
Zuarbeiten,1
Medienbrüche,1
gemeinschaftlicher,1
Softwareschnittstellen,1
spezifisch,1
Einzelpersonen,1
Transaktionen,1
ausführen,1
innovativen,1
Durchbruch,1
verhelfen,1
World,1
Wide,1
Web,1
Mobilfunk,1
durchbricht,1
Monopolstellungen,1
milliardenschwere,1
Interoperability,1
Kristallisationspunkt,1
Interessengruppen,1
standardisierten,1
IT-Schnittstellen,1
Erarbeiten,1
legitimiert,1
Willkürlichen,1
Konsortien,1
Entwickler*innen,1
vergütet,1
Governance,1
Planungs,1
Lizenzgebühren,1
Kundin,1
Relevanz,1
Big-Tech-Konzerne,1
bewerten,1
Gegenmaßnahmen,1
Wirkungsweise,1
werbeund,1
trackingbasierten,1
bevorzugt,1
emotionalisierende,1
jeweilige,1
Datenzugänge,1
Verbraucherschutzstellen,1
Dominanz,1
Grundrechtsverletzungen,1
grundlos,1
Verbraucherschutzes,1
unbegrenzter,1
nachschärfen,1
sparsam,1
personenbezogener,1
umgehen,1
kommunizieren,1
Umziehen,1
zurückgreifen,1
Verbrauch,1
Verschwendung,1
Ressourcenschutzziele,1
absoluten,1
Ressourcenverbrauch,1
stecken,1
Solarpanel,1
Internationaler,1
Energieagentur,1
metallischen,1
vervierfachen,1
abgebaut,1
Schmelzen,1
Raffinerien,1
weiterverarbeitet,1
Deutsche,1
Metallen,1
einziges,1
Rohstofflieferkette,1
einnimmt,1
Sekundärmaterialien,1
Rohstoffagentur,1
Critical,1
Raw,1
Materials,1
CRMA,2
kritischer,1
einzigen,1
Drittstaat,1
Säulen,1
Rohstoffverbrauchs,1
Substitution,1
Weiterverarbeitung,1
heimischer,1
Abfallhierarchie,1
Vermeidungs,1
Wiederverwendungs,1
Rezyklateinsatzziele,1
Ecodesign,1
Downcycling,1
Erfolgsmodell,1
Einsparen,1
wiederholte,1
Materialien,1
geleast,1
wiederverwendet,1
repariert,1
aufgearbeitet,1
recycelt,1
Abfälle,1
Minimum,1
Entwerfen,1
ressourcenschonende,1
umweltfreundliche,1
Reuse,1
Repair,1
Ökodesign-Richtlinie,1
Verbrauchsgüter,1
Mindestkriterien,1
Lebenszyklus,1
Verwertung,1
Gebäudebestands,1
Bauprodukten,1
Bauteilbörsen,1
recycelte,1
Bauprodukte,1
Gebäudepass,1
Baustoff,1
Bauteilpass,1
landet,1
Waschmaschine,1
reparieren,1
verbraucht,1
Tonnen,1
Abfall,1
gebrauchsfähigen,1
Neuwaren,1
Haltbarkeitsund,1
Reparaturindex,1
Haushaltsgroßgeräte,1
längere,1
Gewährleistungsfristen,1
Zerstören,1
zurückgeschickter,1
Onlinehandel,1
mieten,1
leihen,1
EU-Textilstrategie,1
kreislauffähige,1
Textilproduktion,1
Reparaturmöglichkeit,1
Recyclingfähigkeit,1
Sharing-Dienste,1
lückenhafter,1
Illegalen,1
Abfallexporten,1
Abfallverbringungsverordnung,1
Plastikverschmutzung,1
Plastikmüllexporte,1
Plastikabkommen,1
Produktdesign,1
Plastikvermeidung,1
verarbeitungskapazitäten,1
Bergbau,1
Weiterverarbeitungskapazitäten,1
ambitioniert,1
voranbringt,1
Tagebau,1
Deponien,1
Halden,1
erschlossen,1
Weiternutzung,1
Mining,1
Primärrohstoffen,1
Pfandsysteme,1
Einwegverpackungen,1
Sammelquoten,1
Pfandsystem,1
Lithium,1
Mineralien,1
verstärkten,1
Natrium-IonenBatterien,1
Rohstofflieferquellen,1
vielfältiger,1
aufzubauen,1
Kooperationsformate,1
Minerals,1
Security,1
Partnership,1
Clubs,1
rohstoffreichen,1
UN-Nachhaltigkeitsziele,1
Kooperationsangebote,1
Versorgungsinteresse,1
Ressourcenabbau,1
Finanzierungsinitiativen,1
Transportund,1
klimafreundlich,1
mobil,1
preislich,1
attraktivsten,1
erschwinglich,1
Personenkraftwagen,1
Rückgrat,1
ausgebaute,1
Schienenwege,1
engmaschiges,1
Radwegen,1
Radrouten,1
Fußgängerverkehr,1
E-Ladeinfrastruktur,1
Straßennetz,1
Flug,1
kombinieren,1
Stadtentwicklung,1
Raumplanung,1
kurzen,1
Mobility,1
Innovative,1
Mobilitätslösungen,1
Seilbahnen,1
autonom,1
fahrenden,1
Personennahverkehr,1
Stadt,1
Tourismus,1
Transeuropäischen,1
Finanzierungsanteil,1
Lückenschlüssen,1
Güterverkehr,1
Güterzugnetz,1
Schnellverladeterminals,1
Kombinierte,1
Verkehre,1
Ladungen,1
Lastkraftwagen,1
umgeladen,1
umweltfreundlichen,1
Mittelfristig,1
Deutschlandtakt,1
Europatakt,1
Strecken,1
zurückzulegen,1
Fliegen,1
massiver,1
Nachtzugverkehrs,1
Trassenpreise,1
Eisenbahninfrastruktur,1
Offensive,1
Schlafwagen,1
Beschäftigungspotenziale,1
ressourceneffiziente,1
Weitem,1
ausgeschöpft,1
Fahrradstrategie,1
Fahrradwege,1
gewerblichen,1
Cargobikes,1
Buchen,1
Zugreisen,1
durchgehende,1
SharingAngeboten,1
Ausstiegshilfen,1
günstigsten,1
anschauliche,1
Fahrzeiten,1
Klimawirkung,1
Reiseoption,1
zusammenrückt,1
Buchungen,1
Offlineverkauf,1
Fahrscheinen,1
Interrailtickets,1
reserviert,1
unbeschwerten,1
einladen,1
Zugausfall,1
beliebigen,1
betrieben,1
Open-Data-Prinzips,1
Mobilitätsangebote,1
Sharing-Modelle,1
Kombination,1
E-Bike,1
Park,1
Ride,1
Fahrgästen,1
Zügen,1
Fahrradmitnahme,1
Mittransport,1
Mobilitätshilfen,1
Flatrate-Prinzip,1
Station,1
Nachbarland,1
grenzübergreifenden,1
Flatrate-Tickets,1
Europaticket,1
Nahverkehr,1
integrierter,1
Stadtplanung,1
kürzere,1
Mobilitätswende,1
Fortbewegung,1
Auto,3
kostengünstigen,1
Mobilitäts,1
Antriebswende,1
leise,1
